Tweet_count,Username,Text,Created At,Retweets,Likes
785,toly 🇺🇸,"BREAKING: Satoshi also invented solana, she just did a much better job covering up her tracks the second time around.",Thu Oct 03 17:44:33 +0000 2024,20,321
786,Chris Burniske,"@0xjaypeg Happens every time - the trolls were out in force when $SOL was at $8, or ETH was at $80. They come up with new reasons to get fearful at the bottom every time, while I can try to educate, ultimately it’s their loss.",Thu Oct 03 12:10:44 +0000 2024,13,225
787,toly 🇺🇸,"@yugoviking @0xMert_ The same thing as would happen on Ethereum.  There would be a fork of eth supported by tether, circle, blackrock, ft, coinbase, binance, etc.. and one that is not.",Thu Oct 03 05:00:56 +0000 2024,0,1
788,Kyle Samani,"@ViktorBunin Empirically this is false

1) uniswap LPs
2) see ETH borrow rates",Thu Oct 03 04:28:30 +0000 2024,0,3
789,toly 🇺🇸,@0xMarcB @ViktorBunin Out of the money Uni v3 position or clob position in a DEX on solana is “TVL” even if it’s rarely hit.  But has low economic impact because its rarely hit,Thu Oct 03 04:16:05 +0000 2024,0,1
790,raj 🖤,"just in case anyone was complacent after breakpoint, here come the ""greatest hits"" from the death squad group chat mafias.

after all this time, they still haven't figured out that baseless attacks and misinformation are like jet fuel for solana builders.

absolute fools.",Thu Oct 03 04:01:00 +0000 2024,49,519
791,Kyle Samani,"@enzo_gte @GTE_XYZ Only took 9.5 years to realize users wanted this stuff

Literally shipped in solana 1.0",Thu Oct 03 01:31:50 +0000 2024,0,4
792,toly 🇺🇸,@ryanberckmans Ethereum 1.1m validators provide as much security as solana’s 1.3m stakers,Wed Oct 02 22:43:57 +0000 2024,0,40
793,toly 🇺🇸,"@ArthurB @musalbas Then that’s a “full node spec”, the rest are light client.  You can use a classically sharded blockchain by running a full node in each shard and waiting for all boxes to confirm to get the same level of security.  

If light clients are sufficient, go sample solana blocks.",Wed Oct 02 19:21:03 +0000 2024,0,1
794,toly 🇺🇸,@adidogCEO Your brain right now is like a solana validator in 2021 during a ME nft mint.  All ports buffers are full.,Wed Oct 02 18:33:44 +0000 2024,0,2
795,Kyle Samani,@bfriel_ see my tweet from earlier today about SVM growing beyond solana mainnet,Wed Oct 02 18:08:46 +0000 2024,0,3
796,toly 🇺🇸,@Evan_ss6 solana is always at the threshold of decentralization,Wed Oct 02 17:54:34 +0000 2024,0,17
797,Santiago R Santos,DePIN and payments will take off in Solana,Wed Oct 02 17:25:31 +0000 2024,6,136
798,Kyle Samani,"took about 8 hours at 1.75x but i'm now through all BP videos that i wanted to watch (which i think is &gt;50% of all BP videos)

big take aways

1) overwhelming focus on products!
2) asian exchanges leaning into Solana (eg see Lily's chat with Bybit)
3) basically every major asset",Wed Oct 02 17:18:33 +0000 2024,53,321
799,Kyle Samani,@CatfishFishy @solana agree,Wed Oct 02 17:12:00 +0000 2024,0,2
800,Kyle Samani,"@chamathsintern @R89Capital @solana when did i bull post?

i have mixed feelings about SVM growing, but i do think it's interesting and inevitable

i think most of the world is ignorant about this reality, hence the tweet",Wed Oct 02 17:11:54 +0000 2024,0,3
801,Kyle Samani,"SVM starting to grow beyond @solana mainnet

https://t.co/Cw1JakEDcr https://t.co/rLgVilq4LZ",Wed Oct 02 16:58:29 +0000 2024,13,114
802,Kyle Samani,"Lots of excitement about @jump_firedancer 

but the @Syndica_io continues to quietly build a 3rd @solana client, Sig, which is a read-optimized client

Continuing to decentralize the Solana network, one client at a time

https://t.co/mGRENVwzyq",Wed Oct 02 16:38:15 +0000 2024,20,185
803,toly 🇺🇸,@0xZeno__ My position doesn’t prohibit “ww3 resistance”. Getting as many HA operators to run solana will ensure that at least one replica will survive in case of a catastrophic failure,Wed Oct 02 15:31:46 +0000 2024,0,1
804,toly 🇺🇸,"As usual, solana is decentralized only by objectively measurable metrics, and centralized across all the other ones.",Wed Oct 02 14:54:00 +0000 2024,62,713
805,toly 🇺🇸,@HANS_SOL_OG Ha. Zero chance a toddler wouldn’t break AGI within 5 minutes,Wed Oct 02 02:32:14 +0000 2024,0,2
806,Kyle Samani,"@blockchainjames @SolBeachBum 1) our entire duration of our EOS position was ~12 months. maybe even just 9

2) have been mega long SOL since 2018 across 3 funds, and continue to hold a massive position to this day both in our funds and in my holdings outside the funds",Wed Oct 02 01:48:45 +0000 2024,0,0
807,Kyle Samani,@bast1dgex @odysseas_eth big cos deploying applications at scale care,Tue Oct 01 15:42:38 +0000 2024,0,0
808,Kyle Samani,"@malekanoms socgen launched on eth l1 and solana

so far empirical data does not support your theory",Tue Oct 01 02:51:18 +0000 2024,0,0
809,Kyle Samani,"for those of you coming up to speed on solana, this is a good starting place",Tue Oct 01 02:05:27 +0000 2024,3,28
810,Kyle Samani,@_Jonahw @Crypt0Panda ETH is money when the local coffee shop denominates coffee in ETH,Mon Sep 30 23:05:19 +0000 2024,0,1
811,Kyle Samani,@odysseas_eth good luck explaining to normies that centralized sequencers are in fact decentralized,Mon Sep 30 23:01:32 +0000 2024,0,5
812,Kyle Samani,"@datooo23 solana is permissionless, so of course teams can deploy L2s if they desire

doesn't mean that those L2s will be the primary liquidity hubs (unlike in ethereum, in which L2s have already usurped most of the activity from L1)",Mon Sep 30 22:54:29 +0000 2024,0,5
813,Kyle Samani,"@CatfishFishy @Austin_Federa socgen literally just gave a keynote at breakpoint about what they're deploying on solana

https://t.co/q9V5vJNgdj",Mon Sep 30 22:53:03 +0000 2024,0,1
814,toly 🇺🇸,@DoganEth @0xMert_ @sreeramkannan Not until eth L1 confirms it. Arbs sequencer can bail before then.,Mon Sep 30 17:34:29 +0000 2024,0,0
815,toly 🇺🇸,@sreeramkannan @bramcohen @0xMawuko @LordKishen @0x94305 @tarunchitra @MaxResnick1 You don’t need to use a vdf for this.  As long as the ordering is deterministic there is no arb between nyc CEX and solana.  Thats all it needs to accomplish.  It’s an open permissionless system that’s just as good at price discovery as a centralized permissioned one.  It can be,Mon Sep 30 08:50:22 +0000 2024,0,2
816,toly 🇺🇸,@0xkydo @0xMert_ Resolving differences doesn’t matter because it’s deterministic.  The arb opportunity is gone between nyc and solana as soon as the tx is included in any leader anywhere in the world.,Mon Sep 30 05:23:06 +0000 2024,0,8
817,toly 🇺🇸,@sreeramkannan @LordKishen @0x94305 @tarunchitra @MaxResnick1 Traders already deal with execution risk.  The point is that once a tx is included in Asia the arbitrage opportunity between nyc and solana is gone.,Mon Sep 30 05:11:53 +0000 2024,0,14
818,Kyle Samani,@kheldar_sol Lol got me,Mon Sep 30 01:46:07 +0000 2024,0,1
819,Kyle Samani,"@kheldar_sol Ethereum’s primary design constraint is solo stakers

Literally the antithesis of forward looking",Mon Sep 30 01:44:41 +0000 2024,0,0
820,Kyle Samani,"@KAndrewHuang You have not scaled ETH

You have helped create many competitors to Ethereum",Mon Sep 30 01:42:34 +0000 2024,0,6
821,toly 🇺🇸,@0xkydo @0xMert_ I have a flawed understanding of multiple concurrent leaders for Solana?,Sun Sep 29 22:40:00 +0000 2024,3,113
822,toly 🇺🇸,@Rahul__Ghangas @0xAzur @sreeramkannan @kheldar_sol @SuiNetwork If validators can earn more with more cores dedicated to scheduling they will go get more cores.,Sun Sep 29 22:21:00 +0000 2024,0,0
823,toly 🇺🇸,"@Rahul__Ghangas @0xAzur @sreeramkannan @kheldar_sol @SuiNetwork It’s more complicated.  There are a bunch of watermarks, or limits. Like block bytes, memory read or written in a block, or compute holding a single account write locked.  Each watermark is independently hit.  It’s a knapsack problem.",Sun Sep 29 21:56:45 +0000 2024,0,1
824,toly 🇺🇸,@joaomendoncaaaa @robustus @sreeramkannan If @tinydancerio builds a data validating bridge for eth users to solana why would they ever use any other L2?,Sun Sep 29 21:41:47 +0000 2024,0,3
825,toly 🇺🇸,@Rahul__Ghangas @0xAzur @sreeramkannan @kheldar_sol @SuiNetwork Every cycle we find more bugs in that pipeline.  Eventually it won’t suck. Right now just memory allocations in quic are enough to add some lag.,Sun Sep 29 21:40:48 +0000 2024,0,1
826,toly 🇺🇸,@sreeramkannan @0xMert_ @kheldar_sol @getcode Devs can logically pin state to a single sequencer.,Sun Sep 29 21:34:10 +0000 2024,0,18
827,toly 🇺🇸,"@0xAzur @sreeramkannan @kheldar_sol @SuiNetwork When leaders aren’t slammed with spam it’s about 1s on solana.  It’s irrespective of tps, the user e2e conf time is mostly wasted in getting the tx to the block, not what happens after. https://t.co/xc4HXVDHpY",Sun Sep 29 21:30:57 +0000 2024,0,7
828,toly 🇺🇸,Two different ZKPs in separate instructions in a single solana atomic transaction with the data flow between the instructions defined by the user is bar for zkp on solana.  Who is building this?,Sun Sep 29 20:38:19 +0000 2024,5,71
829,toly 🇺🇸,"@sreeramkannan A news event happens in Singapore that impacts Apple, which is traded in nyc.  A transaction that impacts markets can be included by a block producer in Singapore, so by the time the news hits traders in nyc there is no arbitrage between the markets in solana and the ones in nyc.",Sun Sep 29 19:35:09 +0000 2024,0,103
830,Meltem Demirors,"@NikoLeMieux @SolSplits @AltheaNetwork yup @AltheaNetwork has a connectivity infra fund that's basically this 

would love to chat more re: @SolSplits and credit products - mocked this up 2 months ago but prob could use some basic diagrams and specific tooling ppl can use on SOL https://t.co/yrdl5sxAzE",Sun Sep 29 16:27:52 +0000 2024,0,3
831,Santiago R Santos,"Prob will be hard in the next decade outperform a basket portfolio of:

Bitcoin
Solana
TSLA
Meme basket 

Do your own work. NFA. I will likely not hold this bag and change constantly and underperform because of overthinking and over trading 🙃",Sun Sep 29 16:22:52 +0000 2024,9,313
832,toly 🇺🇸,@arixoneth Sure!  Then only based L2s would count as eth DEX volume.  Which there is zero off atm.,Sat Sep 28 22:19:50 +0000 2024,0,7
833,Kyle Samani,"probably the most comprehensive response to my token2049 keynote about why SOL will flip ETH

tbh i think basically all of this is cope, so need to respond line-by-line

but you should read and render your own judgements",Sat Sep 28 20:48:09 +0000 2024,1,91
834,Kyle Samani,"@wholisticguy @doctor_dickbutt @ryanberckmans @0xdavidhan tbh i don't need to respond. i will retweet though, and encourage the world at large to see the ridiculousness of the .eth people",Sat Sep 28 20:47:22 +0000 2024,0,12
835,Kyle Samani,"@0xrag3 @Baker0x @ryanberckmans @0xdavidhan Various solana based teams are building network extensions. This is possible because Solana is permissionless

That doesn’t mean Solana’s scaling plan is to bet on L2s",Sat Sep 28 12:59:51 +0000 2024,0,1
836,toly 🇺🇸,"&gt; On DEX volume, Kyle excludes L2s from his Eth comparison

This is the whole point 🤷🏼‍♂️. The fees in L2s from DEX volume on L2s do not contribute to Eth L1 stakers.  

Otherwise you can legitimately count solana DEX volume towards ethereum.  

There is absolutely no technical",Sat Sep 28 06:56:01 +0000 2024,7,158
837,Kyle Samani,@doctor_dickbutt @ryanberckmans @0xdavidhan I bought my first ETH in March 2016 and ETH was my first real source of wealth in my life,Fri Sep 27 22:34:19 +0000 2024,0,36
838,Kyle Samani,@_Jonahw @gakonst ETH is very much not money,Fri Sep 27 22:33:42 +0000 2024,0,0
839,toly 🇺🇸,The number one usecase for solana is growing a family. So you can split the cost of the validator with your household and everyone you invited to the wedding.,Fri Sep 27 22:22:45 +0000 2024,12,162
840,raj 🖤,"there’s an invisible class of products being built on solana, that nobody will see coming.

🧑‍🤝‍🧑 scrappy, small, product-centric teams
🧠 not distracted by cross-chain
💰 minimal funding, no flashy party rounds
⚔️ forged in heated competition
🧙‍♂️ multi-cycle builders with wisdom",Fri Sep 27 18:14:06 +0000 2024,93,846
841,raj 🖤,@0xGumshoe fully agree that growth on solana is its own beast. cant wait to see what you do! it’d be awesome to read about your learnings in public too.,Fri Sep 27 18:05:54 +0000 2024,0,18
842,raj 🖤,love this! solana-native growth agency.,Fri Sep 27 18:02:44 +0000 2024,15,188
843,Kyle Samani,@ryrzny @meshmapxyz @solana @a16zcrypto @ColosseumOrg @lattice_fund @EV3ventures @GSR_io @aeyakovenko @rajgokal @balajis @paulbohm Congrats! Glad to see you continuing to push this vision forward,Fri Sep 27 04:10:46 +0000 2024,0,3
844,Kyle Samani,"@joaomendoncaaaa @0xBalloonLover ethereum - as experienced by real people - is not more neutral than solana

centralized l2s are the antithesis of credible neutrality",Thu Sep 26 22:26:45 +0000 2024,0,3
845,Santiago R Santos,"@blknoiz06 If WIF is at $100, where is SOL?",Thu Sep 26 22:13:25 +0000 2024,1,23
846,Chris Burniske,"I take the angry replies of late as an indication of how off-sides many people are for the mindset that will work in the coming quarters. Tragically, that's bullish. 

Bullish $BTC $ETH $SOL, bullish shiny new coins.",Thu Sep 26 19:04:10 +0000 2024,7,88
847,Kyle Samani,@BernadetteMado2 @ayyyeandy Trivial for roll ups to rip out ETH for celestia or avail or whatever,Wed Sep 25 04:56:48 +0000 2024,0,1
848,toly 🇺🇸,@colludingnode @KyleSamani That’s not a good argument.  Solana mainnet makes profit of priority fees and can subsidize the cost of non contentious payments below a da layer that lacks the hotspots to do so.,Wed Sep 25 01:34:30 +0000 2024,0,0
849,toly 🇺🇸,@colludingnode @KyleSamani If that’s the only revenue model there is no actual value acruel.  Solana validators can actually drop da below costs because access to hotspots is price insensitive and will subsidize everything else.,Wed Sep 25 01:19:16 +0000 2024,0,2
850,toly 🇺🇸,And now the solana ecosystem is putting 100gbps switches wired up with fiber world wide to optimize the dog and cat coin markets. 🥲🥲🥲,Wed Sep 25 00:12:09 +0000 2024,13,79
851,Kyle Samani,"@aeyakovenko @bryan_johnson I remember when solana was almost dead

And when drift was almost dead too",Tue Sep 24 23:43:27 +0000 2024,0,10
852,Santiago R Santos,@bennybitcoins That’s French for buying the Solana phone instead,Tue Sep 24 16:44:13 +0000 2024,0,1
853,Santiago R Santos,"@macbrennan_cc gm sir
You know where I stand on Solana and as much as I’m a mega bull it does not invalidate need for Mega

Mega is Mega and Solana is Solana
Two different lanes",Tue Sep 24 16:06:01 +0000 2024,0,8
854,toly 🇺🇸,"Solana is a decentralized and disorganized YC:

* founders not developers 
* startups not projects 
* engineering not research 

Because it’s disorganized, there is comms inefficiency.  You should talk to labs, anza, foundation, helius, metaplex, colosseum, Jito, triton…",Tue Sep 24 11:32:40 +0000 2024,62,687
855,toly 🇺🇸,"New goal just dropped. Wen 50k solana nodes?

I think the people that are mad at me saying that economic security is a meme realized how hard actual physical security is and don’t want to do the work.",Mon Sep 23 12:28:05 +0000 2024,6,91
856,toly 🇺🇸,"@dca_LVII @0xMert_ BREAKING NEWS: @solana like outage experienced by a layer two, follow @TheBlock__ for more coverage",Mon Sep 23 10:49:31 +0000 2024,0,10
857,Santiago R Santos,@lior_eth Lmao it’s all very entertaining,Mon Sep 23 09:45:41 +0000 2024,0,0
858,toly 🇺🇸,Solana has as many shipped phones as other ecosystems have layers.,Mon Sep 23 03:07:39 +0000 2024,58,542
859,toly 🇺🇸,"@geet_eth @jon_charb @0xMert_ Looking at the perf differences between agave and firedancer, a ton of improvements are due to minimizing memory allocations, strict thread management and zero copy message passing. 

There is basically a thread pool per sr engineer in agave 😭😭😭",Mon Sep 23 01:24:18 +0000 2024,0,2
860,toly 🇺🇸,"blinks for writes, das api for reads == 🧈🧈🧈

If you are a @solana smart contract dev, your job isn’t done until an external developer can use every feature through blinks and das.",Mon Sep 23 01:02:21 +0000 2024,49,320
861,toly 🇺🇸,"@0x_Osprey @toghrulmaharram 💯Chain verification costs are higher on solana, but the difference is negligible in practice.  

The economic barrier to participate in the quorum  are 10-20x smaller at the moment on ethereum. That was the big payoff from all the bls optimizations the eth core devs implemented.",Sun Sep 22 22:54:43 +0000 2024,0,9
862,Santiago R Santos,"We’re entering the consumer application phase of crypto and it will become very clear the “have” and “have nots” 

This has been my thesis all along for Solana. I see a clear path for broader adoption from payments to DePIN, and if you think it’s all meme coins you’re in for a",Sun Sep 22 15:21:54 +0000 2024,27,267
863,toly 🇺🇸,Can we get an @artemis__xyz dashboard for TTSP - time to solana in a podcast.,Sun Sep 22 13:39:56 +0000 2024,1,25
864,toly 🇺🇸,"@geet_eth @jon_charb @0xMert_ lol, that reads really of terse. My bad.",Sun Sep 22 10:25:47 +0000 2024,0,2
865,raj 🖤,"@solanasteve_ @solana @SolanaConf I feel like I’m on your shit list after I ran away from you in the mall. I was late for my network state talk, please don’t hate me!

fully agree fwiw",Sun Sep 22 09:41:22 +0000 2024,0,12
866,Kyle Samani,@sgoldfed agree! the only problem with L2s is that they're bad for ETH,Sun Sep 22 09:10:46 +0000 2024,0,1
867,Kyle Samani,@holdmybirra @solana @SolanaConf that talk is from token2049 not breakpoint. will share YT link when i get it from conference organizers,Sun Sep 22 08:42:15 +0000 2024,0,1
868,Kyle Samani,"videos from @solana @SolanaConf are all live on youtube! tons of alpha to be found

https://t.co/Zgaj0uODPU",Sun Sep 22 08:22:10 +0000 2024,13,122
869,toly 🇺🇸,@geet_eth @jon_charb @0xMert_ If you can’t read the code the analysis won’t mean anything to you,Sun Sep 22 06:41:46 +0000 2024,0,2
870,Santiago R Santos,@0xSamHogan @bonham_sol Can always count on Sam leaking alpha,Sun Sep 22 02:36:02 +0000 2024,0,2
871,Chris Burniske,"@Apeds_eth I have, also impressive",Sat Sep 21 23:52:41 +0000 2024,0,1
872,toly 🇺🇸,Kain was one of the first guests on the solana podcast ages ago.  Finally get to jam together.,Sat Sep 21 12:18:25 +0000 2024,0,50
873,toly 🇺🇸,@chainyoda @solana @brianlong Zaki was right!,Sat Sep 21 04:08:30 +0000 2024,0,4
874,raj 🖤,"solana is a global network state.

it runs on a light speed state machine.

it seeks to be faster, cheaper, bigger.

this is just the beginning.",Sat Sep 21 01:09:41 +0000 2024,173,1159
875,raj 🖤,"we need someone like this for @solana

DM’s are open! https://t.co/0BM6d2Y33m",Sat Sep 21 00:54:58 +0000 2024,30,311
876,raj 🖤,@farokh @solana this one is gonna cost you a lot,Sat Sep 21 00:14:33 +0000 2024,0,11
877,raj 🖤,"@Bocsta1 @farokh @solana it’s the opposite, farokh pays me for the right to post about solana",Sat Sep 21 00:08:36 +0000 2024,2,14
878,Santiago R Santos,"All the @SolanaConf Day 1 videos are up on YouTube. Here’s the Solana vs Ethereum debate icymi:

https://t.co/Xam7JLtxuJ",Fri Sep 20 16:01:14 +0000 2024,1,38
879,Kyle Samani,@chainyoda @zmanian Her was indeed early to solana,Fri Sep 20 14:34:56 +0000 2024,0,4
880,Santiago R Santos,About to go on stage @SolanaConf . Who will win the Solana vs Ethereum debate and take the Breakpoint award? https://t.co/ZrmwgRHY3g,Fri Sep 20 04:19:17 +0000 2024,9,184
881,Kyle Samani,"@0xtuba @pythianism OP implied BERA/SOL is going up a lot from current 1/40 ratio

I’ll take the under at 1/5 ratio",Fri Sep 20 01:20:25 +0000 2024,0,3
882,toly 🇺🇸,Congratulations!!! Mert is one of the hardest working founders I have ever met. His energy and product obsession has been an inspiration to the whole solana ecosystem.  🦾🦾🦾,Fri Sep 20 00:08:53 +0000 2024,35,657
883,Chris Burniske,$SOL's turn to go meow?,Fri Sep 20 00:01:56 +0000 2024,25,559
884,Chris Burniske,".@solana fam is more quiet than I would have expected during #Breakpoint2024, though $SOL is doing some talking of its own - is it so good in SG that there's no time to post the goodness? https://t.co/08lAqQ16HK",Thu Sep 19 21:10:24 +0000 2024,6,360
885,Kyle Samani,@pythianism BERA/SOL price 18 months after TGE,Thu Sep 19 09:26:50 +0000 2024,0,21
886,Kyle Samani,@daddysether L2s explicitly take value in the form of MEV and execution costs away from ETH,Thu Sep 19 06:25:12 +0000 2024,0,4
887,toly 🇺🇸,@ClodsireSol @m_it It’s an original solana saga. There is no “saga 2” atm,Tue Sep 17 21:10:14 +0000 2024,0,1
888,Chris Burniske,"@isellchoco @bonesawtrades @CelestiaOrg Innovation comes before revenue, has for every major chain (Bitcoin, Ethereum, Solana, etc), and every major company. 

Follow a single metric on metronome, without critical thinking, and get rekt.",Tue Sep 17 16:21:49 +0000 2024,0,10
889,toly 🇺🇸,@FigoETH The value isn’t based on that guarantee. The value comes from access to the update in relation to some other trade.  If all the trades move from the eth L1 it just won’t matter when the oracle gets an update,Mon Sep 16 18:09:58 +0000 2024,0,1
890,toly 🇺🇸,@FigoETH The oracle provider can do this with just SSL and dns. It’s just as true on tron or eth L1 or solana or any L2.  So there is no premium fees to capture.,Mon Sep 16 18:05:24 +0000 2024,0,2
891,toly 🇺🇸,"@FigoETH The mev searcher that bundles the oracle update and pays a premium fee is paying to be first to execute a trade, not for “security of the oracle update”. 

That trade doesn’t depend on the security of the L1.  It can be just as lucrative on any L2 or solana and the oracle update",Mon Sep 16 16:53:28 +0000 2024,0,5
892,Kyle Samani,"@gajeshnaik Gas fees were so bad in 2020 and 2021 that it forced activity off of Ethereum

Activity migrated mostly to SOLUNAVAX

But only Solana remains relevant

Primary reason is SVM so there is no EVM copy pasta. I have been adamantly opposed to EVM support for this reason",Mon Sep 16 13:32:05 +0000 2024,0,36
893,Chris Burniske,"@panicselling Easy to be wrong short term, but longer term it’s clear we’re going higher and someone else can try to help those who are shorting tia or sol here",Sun Sep 15 23:52:25 +0000 2024,2,80
894,toly 🇺🇸,@WazzCrypto @wholisticguy @hildobby_ Usdt on tron has the same security as eth mainnet usdt or solana usdt.,Sun Sep 15 23:19:37 +0000 2024,0,0
895,toly 🇺🇸,"@FigoETH There are no “high value” txs. Native USDT on tron is the same value in eth L1 or solana.  The fees are due to congestion, not value or security.  So there is no way to discriminate on price by “tx value” and no rational person will.",Sun Sep 15 19:13:30 +0000 2024,0,2
896,toly 🇺🇸,"@FigoETH The gap in logic there is why would eth L1 blockspace be so valuable? 

DA has no content or time premium. Users get soft confirmations from the L2, so there is no premium to pay for faster synchronization to L1 or premium to access specific state since all da blobs are fungible.",Sun Sep 15 15:55:31 +0000 2024,0,3
897,toly 🇺🇸,@FigoETH USD has value because US people make globally competitive products and services and are taxed in USD regardless of what currency they sell their products in. US based L2s that earn revenue in eth with sequencer fees pay taxes in USD on those eth earnings.  They add more value to,Sun Sep 15 14:49:31 +0000 2024,1,9
898,toly 🇺🇸,@0xMert_ @baalazamon Solana already has the most ai2ai transactions.,Sun Sep 15 04:17:37 +0000 2024,6,47
899,toly 🇺🇸,@andrewhong5297 @ryanberckmans Also for some reason only solana failed txs are excluded and no other ones.  🤷🏼‍♂️ https://t.co/zjOuDsMozb,Sun Sep 15 01:24:01 +0000 2024,0,4
900,Chris Burniske,"7/ Some context on that bullish December 2020 $SOL unlock, when 80% of SOL's supply was unleashed in one go: https://t.co/yCa02WApYl",Sun Sep 15 00:30:43 +0000 2024,5,62
901,Chris Burniske,"6/ I'm sure the paid groups and bottom trolls will jump all over my back for this thread, and that alone is a good sign. They're anxious in expensive shorts. 

They'll bring up the VC rounds, the selling of staking rewards, how this is different from $SOL's bullish unlock in",Sun Sep 15 00:30:43 +0000 2024,0,66
902,Chris Burniske,"4/ What $TIA bottom trolls aren't grasping:

1) @CelestiaOrg as an ecosystem is firing on all cylinders, with an ideologically committed &amp; diverse set of builders experimenting with zeal. Reminds me of early Bitcoin, Ethereum and Solana energy. 

2) The ""evil VCs"" that're given",Sun Sep 15 00:30:42 +0000 2024,10,128
903,toly 🇺🇸,@GwartyGwart @_charlienoyes Solana is a bitcoin L2 endorsed but not backed by Satoshi.  She just did a much better job covering her tracks this time around.,Sun Sep 15 00:20:57 +0000 2024,2,8
904,toly 🇺🇸,"@ryanberckmans @0xBanana @norbertbodziony Capacity != load.  Then load on solana often includes the worst case txs.  Presently that’s ORE mining, which is onchain pow mining that takes up a bunch of CUs. Ironically, it’s outbidding the other worst case txs which are arbs that lockup the maximum number of markets and",Sat Sep 14 14:18:42 +0000 2024,2,11
905,Kyle Samani,"@crypto_noodles Huh

I literally staked SOL in epoch 0. It was permissionless

In a world with 100+ permissionless hl validators running EVM rotating leaders frequently I think all the performance gains go away? What is the specific case that they don’t?",Sat Sep 14 11:56:17 +0000 2024,0,15
906,Kyle Samani,"solana and hyperliquid are apples-oranges

solana was permissionless from day 1

HL achieves the performance it does bc its permissioned",Sat Sep 14 04:15:49 +0000 2024,6,167
907,Kyle Samani,"@ipopflop Drift product experience is dramatically better since solana 1.18 went live and they switched to pyth pull oracles. Try using it now

By going full stack and permissioning the validator set HL can obviously deliver a better product experience in a very narrow sense

As of now",Fri Sep 13 02:49:24 +0000 2024,4,29
908,Chris Burniske,@daejesse @CelestiaOrg @Aptos @movementlabsxyz @SuiNetwork @ethereum @solana @Sagaxyz__ is definitely an up-and-coming innovation environment worthy of mention here,Thu Sep 12 23:04:31 +0000 2024,0,6
909,Chris Burniske,"Contagious enthusiasm coming from up-and-coming ecosystems like that of @CelestiaOrg or Move (@Aptos @movementlabsxyz @SuiNetwork), while the majors of #Bitcoin, @ethereum &amp; @solana continue getting after it - eyes on $10T, don’t get shook 🫡",Thu Sep 12 22:03:43 +0000 2024,1,96
910,toly 🇺🇸,You don’t need any changes from solana to build a data validating bridge with economic guarantees or even validity proofs or fraud proofs.,Thu Sep 12 19:06:31 +0000 2024,2,31
911,toly 🇺🇸,"@gluk64 No, because there is nothing all the validators can do to convince circle to wire out usdc that’s on solana.  Circles single full node would reject the invalid state transition.  

Enough of the token holders to create a quorum and enough of the “professional security council”",Thu Sep 12 16:36:32 +0000 2024,0,16
912,Tushar Jain,"8/ The first product demo for Fuse will be revealed next week at Breakpoint, Solana’s annual developer conference.",Thu Sep 12 16:20:35 +0000 2024,0,7
913,toly 🇺🇸,@deanmlittle @SolPlay_jonas @solana That’s only because you don’t have a good llvm build/test environment,Thu Sep 12 14:46:47 +0000 2024,0,1
914,toly 🇺🇸,@SolPlay_jonas @solana Add these optimizations to llvm.  It’s not that hard,Thu Sep 12 13:41:30 +0000 2024,0,8
915,Kyle Samani,"@fiege_max @crypto_noodles There is a pretty major difference between solana 2020 and hl 2024

Hl achieves its performance bc it’s permissioned. Solana has been permissionless consensus from day 1",Thu Sep 12 11:22:43 +0000 2024,0,0
916,toly 🇺🇸,@arixoneth solana is already a based L2 via the wormhole eigenlayer,Wed Sep 11 15:41:16 +0000 2024,0,2
917,Kyle Samani,@soyboy_sol @DriftProtocol We own a lot of both,Wed Sep 11 13:05:02 +0000 2024,0,1
918,Santiago R Santos,And fwiw it was a big contributor in my process of re-underwriting my Solana thesis last year…,Mon Sep 09 14:38:55 +0000 2024,0,12
919,Chris Burniske,"@kingtrippy5116 And a year from now you’ll say, “sol was $129 sir”",Mon Sep 09 03:14:38 +0000 2024,0,9
920,toly 🇺🇸,@sgoldfed @BanklessHQ Nothing about ethereum alignment would change in solana.  No core protocol changes would be needed and there isn’t anything that solana devs could do to stop someone with a solana full node from building this bridge.,Mon Sep 09 01:22:35 +0000 2024,1,10
921,toly 🇺🇸,@sgoldfed @BanklessHQ I am a technology optimist as well.  Eventually eth L1 will trivially have capacity for solana data and a zkp or fraud proof can be used to guarantee the state root and if the solana quorum ever censors an ethereum user the quorum that runs the STF for the state root that holds,Mon Sep 09 00:55:32 +0000 2024,1,16
922,toly 🇺🇸,"@sgoldfed @BanklessHQ wETH in an L2 has the same honest majority risk ask wormhole eth or binance multisig eth.  Security of the system is measured by the worst case link, not the average case.",Mon Sep 09 00:30:26 +0000 2024,0,5
923,toly 🇺🇸,@sgoldfed @BanklessHQ How is wETH on arbitrum growing ethereum more than wETH on solana or binance?,Mon Sep 09 00:23:50 +0000 2024,0,7
924,toly 🇺🇸,@sgoldfed @BanklessHQ What other ethereum supporters have created as much new technology options for ethereum users as the solana ecosystem?,Mon Sep 09 00:23:03 +0000 2024,0,2
925,toly 🇺🇸,@sgoldfed @BanklessHQ Phantom and backpack natively support ethereum. Fat chance of fox wallet ever adding native solana support.,Mon Sep 09 00:18:42 +0000 2024,0,7
926,toly 🇺🇸,@sgoldfed @BanklessHQ Solana is trying to grow Ethereum. Wormhole wrapped Eth on solana is the cheapest fastest eth on the planet 🦾🦾🦾,Mon Sep 09 00:04:24 +0000 2024,3,70
